Predicted_IMF10,Predicted_IMF9,Predicted_IMF8,Predicted_IMF7,Predicted_IMF6,Predicted_IMF5,Predicted_IMF4,Predicted_IMF3,Predicted_IMF2,Predicted_IMF1,SUM_Predicted
35.768497467041,-0.252916038036346,0.804568588733673,0.455935955047607,-3.88105964660644,-4.13165616989136,5.39991474151611,0.0770265683531761,-0.708850085735321,1.42069017887116,34.9521515592933
35.7789878845215,-0.259516060352325,0.818705856800079,0.399045646190643,-3.65940809249878,-4.12093114852905,4.68134784698486,0.40603318810463,0.0888868421316147,0.27582722902298,34.4089791923761
35.783504486084,-0.2546067237854,0.825898051261902,0.405962288379669,-3.39492130279541,-3.39793157577515,3.73008179664612,0.686193108558655,1.10628569126129,-0.910980701446533,34.5794851183891
35.7634162902832,-0.249862611293793,0.819032728672028,0.396862089633942,-3.41571497917175,-3.11130523681641,2.80370783805847,0.900113999843597,2.12881970405579,-1.04254329204559,34.9925265312195
35.7841682434082,-0.250422239303589,0.751554906368256,0.383533418178558,-2.99500513076782,-3.06892585754394,1.60611307621002,1.03457677364349,3.00505471229553,0.875828504562378,37.1264764070511
35.7840919494629,-0.249979376792908,0.768674314022064,0.316127836704254,-2.78518295288086,-2.75801706314087,0.521403193473816,0.684829890727997,2.84585189819336,1.18334758281708,36.3111472725868
35.7846755981445,-0.246564030647278,0.779057562351227,0.363688349723816,-2.66666793823242,-2.5206606388092,-0.652102112770081,0.117810256779194,1.87655210494995,1.25352942943573,34.0893185809255
35.7726898193359,-0.241431891918182,0.80572509765625,0.21578611433506,-2.5473301410675,-2.33390665054321,-1.86636710166931,-0.288253307342529,0.475974828004837,0.574696779251099,30.5675835460424
35.7139701843262,-0.248830497264862,0.72754031419754,0.249783828854561,-2.21658182144165,-1.9445436000824,-2.95878314971924,-0.770460069179535,-1.84927225112915,-1.0382924079895,25.6645305305719
35.7851066589355,-0.245228290557861,0.75006765127182,0.207297459244728,-2.01824450492859,-1.5151481628418,-3.79868721961975,-1.2120760679245,-2.26007294654846,-0.128623694181442,25.5643908828497
35.785343170166,-0.246093153953552,0.726427912712097,0.186879262328148,-1.77609300613403,-1.20785915851593,-4.35722732543945,-1.52714037895203,-3.5149712562561,0.747944951057434,24.8172110170126
35.7841148376465,-0.248609244823456,0.775973737239838,0.142311215400696,-1.54112279415131,-0.719262659549713,-4.47794389724731,-1.74245607852936,-3.92796802520752,0.860611319541931,24.9056484103203
35.7801856994629,-0.244078367948532,0.698895871639252,0.103458404541016,-1.31837689876556,-0.167276367545128,-4.51100540161133,-1.4861546754837,-2.79286742210388,0.743028819561005,26.805809661746
35.7829856872559,-0.241489887237549,0.742310583591461,0.0552224069833755,-1.24541008472443,0.15571503341198,-4.20853137969971,-0.753023445606232,-0.816997587680817,1.09531247615814,30.5660938024521
35.7842559814453,-0.234001487493515,0.737830579280853,0.114578679203987,-0.909748375415802,0.571159780025482,-3.8869891166687,-0.211728617548943,2.09011054039001,0.80805242061615,34.8635203838348
35.7755851745605,-0.247343868017197,0.702993392944336,0.0567551255226135,-0.692936062812805,0.892731189727783,-3.03262186050415,0.330826997756958,3.42680907249451,1.62218105792999,38.8349802196026
35.7805213928223,-0.234410017728805,0.676255762577057,0.00136344879865646,-0.391525328159332,1.39804816246033,-2.60734915733337,0.864579498767853,2.96191453933716,0.778303980827332,39.2277022823691
35.7789688110352,-0.239572614431381,0.686830103397369,-0.0627061128616333,-0.218026846647263,1.71119022369385,-1.77889096736908,1.20901167392731,0.798680603504181,-1.91291725635529,35.9725676178932
35.7818260192871,-0.244854956865311,0.707536101341248,-0.0780757516622543,0.0088750384747982,2.19029927253723,-0.863828063011169,1.68427550792694,-0.904964029788971,-1.4164662361145,36.8646229021251
35.7719078063965,-0.238345146179199,0.657743871212006,-0.0660891532897949,0.167342379689217,2.38289880752564,-0.045236274600029,1.94917285442352,-2.45398712158203,0.666771411895752,38.7921794354916
35.7823867797852,-0.230147004127502,0.674826443195343,-0.149116039276123,0.350113064050674,3.15175032615662,0.372497409582138,1.92444241046905,-1.8347704410553,0.114385329186916,40.156368277967
35.7813682556152,-0.237126350402832,0.674024283885956,-0.191127508878708,0.641016721725464,3.47577929496765,0.942205667495728,1.63502943515778,-1.70420205593109,0.419369548559189,41.4363372921944
35.7771644592285,-0.238730669021606,0.658192694187164,-0.210793986916542,0.949967563152313,3.73237800598144,1.4407559633255,1.37670361995697,-1.11349272727966,-1.25566387176514,41.116481050849
35.7769927978516,-0.227973461151123,0.674487829208374,-0.258536338806152,1.15070128440857,4.47666501998901,1.70280492305756,0.814579546451569,-1.10651099681854,-1.18004429340363,41.8231663107872
35.7688407897949,-0.21826109290123,0.648664176464081,-0.281531780958176,1.38433420658112,4.6983904838562,1.88586187362671,0.368121385574341,-0.390764713287354,-1.22135150432587,42.6423038244247
35.7773246765137,-0.226018458604813,0.633363306522369,-0.321870565414429,1.70133471488953,5.12091207504272,2.1546642780304,-0.147364988923073,-0.122012607753277,0.631310820579529,45.2016432508826
35.781925201416,-0.230884581804276,0.604372560977936,-0.314940333366394,1.86777222156525,5.58855724334717,2.16686344146729,-0.413889825344086,0.626970410346985,0.826304912567139,46.503051251173
35.7796974182129,-0.217273026704788,0.603601634502411,-0.41716867685318,2.17993927001953,6.02552700042725,2.10420966148376,-0.872091591358185,0.19003838300705,1.02111375331879,46.3975938260555
35.7861328125,-0.215851098299026,0.616917312145233,-0.39912486076355,2.37625074386597,5.94357347488403,1.87621796131134,-1.06836211681366,0.118196465075016,1.58388209342956,46.6178327873349
35.7813415527344,-0.214800089597702,0.649456739425659,-0.459998667240143,2.8287878036499,6.05416631698608,1.71792578697205,-1.2997339963913,-0.320780634880066,0.0580754838883877,44.7944402955473
35.7841682434082,-0.218384325504303,0.614491522312164,-0.478151857852936,2.8972749710083,6.2835841178894,1.31141233444214,-1.38388156890869,-0.398998349905014,-0.632400929927826,43.7791141569614
35.7735862731934,-0.210760578513145,0.582484424114227,-0.507224261760712,3.20319104194641,6.53189706802368,1.03584277629852,-1.28818249702454,0.330654174089432,-0.130670055747032,45.3208183646202
35.7589416503906,-0.222794413566589,0.594888865947723,-0.537274777889252,3.41327524185181,6.2671709060669,0.518786430358887,-0.832521855831146,0.153549835085869,0.106750249862671,45.2207721322775
35.769214630127,-0.214627593755722,0.60538911819458,-0.560075998306274,3.82082176208496,6.71994829177856,0.0558224283158779,-0.0378497317433357,-0.257356464862823,-0.155975937843323,45.7453105039895
35.7598533630371,-0.213039010763168,0.592117309570312,-0.634953200817108,4.01105928421021,6.5721230506897,-0.503866672515869,0.658457934856415,0.0626126304268837,0.00106176268309355,46.3054264513776
