Unnamed: 0,imf1,imf2,imf3,imf4,imf5,imf6,imf7,imf8,imf9,imf10
2720,3.979056112807807,0.1262187846052799,-3.505293429626856,1.665645971509297,-0.2869059498337722,-3.25363120565845,-0.7789204750246167,1.873327199316665,-0.2282498428967832,34.69875283480143
2721,3.677884951500215,-0.5579035840813299,-4.442374424928579,0.8706974677076473,-0.1200128855564267,-2.961982079204854,-0.7627235477241306,1.877781152646314,-0.2275765030290212,34.69820945267016
2722,-4.721079715734919,-0.8335612291038849,-5.04605764935541,0.04964623142058515,0.03862356171874142,-2.666479645649496,-0.7460975756545365,1.88224094298849,-0.2269011138197813,34.69766619319021
2723,-0.4605645362585478,-0.3383218438996486,-5.329003970698323,-0.7531025604429205,0.190108857144196,-2.367671111806149,-0.7290503716057096,1.886706160277851,-0.2262236791993002,34.69712305648855
2724,3.815392256609098,0.5032250018176064,-5.349654391134337,-1.494030134352026,0.3355484658723485,-2.066103684488505,-0.711589748367585,1.891176394449009,-0.2255442030977252,34.69658004269211
2725,4.723005815064626,1.043899653675214,-5.146256635609257,-2.136474294865093,0.4760478530556139,-1.762324570510277,-0.6937235187299258,1.895651235436504,-0.2248626894452256,34.69603715192783
2726,4.750171978442799,0.7339626366851497,-4.717278812314331,-2.66067332981779,0.6127124838463999,-1.456880976685179,-0.6754594954826444,1.900130273174917,-0.2241791421719861,34.69549438432266
2727,0.1648934947598454,-0.3579190214170694,-4.003927573401555,-3.060848431971174,0.7468558608783324,-1.150320109826978,-0.6568054914156163,1.904613097598825,-0.2234935652081609,34.69495174000355
2728,-3.820560430099913,-1.316284103969054,-3.008835702736856,-3.342687459091496,0.8806236367089606,-0.8431891767492659,-0.6377693193187465,1.909099298642879,-0.2228059624839647,34.69440921909746
2729,0.3430669721444862,-1.325653344242841,-1.748490073039129,-3.514237830035305,1.016369501377138,-0.536035384265855,-0.6183587919818878,1.913588466241609,-0.222116337929507,34.69386682173129
2730,2.538923945963972,-0.5847482827780736,-0.274068225949639,-3.583546963659207,1.156447144921635,-0.2294059391904062,-0.5985817221949231,1.918080190329635,-0.2214246954750023,34.69332454803201
2731,1.116559990409954,0.5064159650758161,1.256144617119625,-3.558361306835005,1.302909285396461,0.07615195166335183,-0.57844592274769,1.922574060841548,-0.2207310390506723,34.69278239812661
2732,0.1389250438644158,1.269515104412781,2.657771974982793,-3.444941662917081,1.456322997338207,0.3800910814817129,-0.5579592064300863,1.927069667711895,-0.2200353725865818,34.69224037214195
2733,-0.6259305071734845,1.294018390603203,3.748543368060313,-3.24812084096054,1.615827360984187,0.6818642434509709,-0.5371293860319948,1.93156660087528,-0.2193377000129903,34.69169847020505
2734,0.3908052816417546,0.3656713867730514,4.392150451170791,-2.97244989444189,1.780279700993077,0.9809242307573897,-0.5159642743432606,1.936064450266325,-0.218638025260067,34.69115669244283
2735,-0.3181193359170733,-0.4259751668756465,4.604500662431605,-2.622437146639816,1.948537342023589,1.276723836587293,-0.494471684153819,1.940562805819611,-0.2179363522579592,34.69061503898222
2736,0.2883515504558558,-0.7272163146466207,4.439187175998767,-2.202738528898884,2.119457608734384,1.568715854126953,-0.4726594282534927,1.945061257469693,-0.2172326849368512,34.69007350995019
2737,0.3205011173556074,-0.8605743671327165,3.952285873508277,-1.720492680043765,2.291897825784168,1.856353076562617,-0.4505353194320822,1.94955939515114,-0.2165270272269275,34.68953210547368
2738,-0.533004570252562,-0.7005882336523149,3.209967904507204,-1.18929979645489,2.464715317831624,2.139088297080655,-0.4281071704796049,1.95405680879863,-0.2158193830583726,34.68899082567964
2739,0.2495423754027845,-0.2546805214931953,2.303048574756955,-0.6285623555637824,2.636767409535457,2.4163743088673,-0.4053827941858613,1.958553088346665,-0.2151097563613186,34.688449670695
2740,0.8169956617730553,0.2175029534655658,1.346558318630791,-0.05882057450246996,2.806911425554337,2.687663905108817,-0.3823700033407115,1.963047823729896,-0.2143981510659948,34.68790864064672
2741,0.8939127466351509,0.3858643729733701,0.4632758225479214,0.4993853295970201,2.974004690546989,2.952409878991544,-0.3590766107340833,1.967540604882883,-0.2136845711025109,34.68736773566172
2742,-0.7402058567280719,0.1532715722817627,-0.2639460330619638,1.025532236584183,3.136904529172031,3.210065023701775,-0.3355104291557919,1.972031021740187,-0.2129690204010888,34.68682695586698
2743,-1.01178458139572,-0.1612613348493554,-0.8400645276124148,1.500685854005255,3.294468266088243,3.460082132425789,-0.3116792713957575,1.976518664236428,-0.2122515028918829,34.68628630138942
2744,-0.5383349970185336,-0.2354034976461717,-1.296365397025458,1.912010745472759,3.445553225954233,3.701913998349872,-0.287590950243803,1.981003122306213,-0.2115320225051153,34.68574577235601
2745,-0.06945175294648985,-0.06608135656272461,-1.668313911197525,2.248191379500696,3.589016733428767,3.935013414660259,-0.2632532784898261,1.985483985884049,-0.2108105831708954,34.68520536889369
2746,0.214447260107639,0.1805679218994825,-1.951341245864521,2.497912097852749,3.723716113170453,4.158833174543317,-0.238674068923687,1.989960844904609,-0.2100871888194452,34.6846650911294
2747,0.9859788199309186,0.3764553803209881,-2.130139574704669,2.650035362653105,3.848508689838063,4.372826071185297,-0.2138611343353358,1.994433289302447,-0.2093618433808819,34.68412493919007
2748,0.2805893670799331,0.3808124621342809,-2.193375487580248,2.695247988588431,3.962251788090266,4.576444897772491,-0.188822287514558,1.99890090901219,-0.2086345507854423,34.68358491320266
2749,-0.9852863456983414,0.1607815853833188,-2.144006968563414,2.631502274009206,4.063929356330077,4.76914244749117,-0.1635653412511913,2.00336329396834,-0.2079053149633107,34.68304501329415
2750,0.2107246290357158,-0.2541293151503849,-1.996323244301914,2.469435197877429,4.152868193494306,4.950371513527704,-0.1380981083352682,2.007820034105563,-0.2071741398445745,34.68250523959141
2751,0.9611723413524902,-0.6694974112919789,-1.782328778949616,2.227834934667792,4.227867144489186,5.119584889068238,-0.1124284015564843,2.012270719358402,-0.2064410293594854,34.68196559222145
2752,1.011446421000447,-0.9377844378819433,-1.537223410479211,1.92661871811601,4.28783635211587,5.276235367299177,-0.08656403370484206,2.016714939661473,-0.2057059874381905,34.68142607131121
2753,0.08119255864685604,-1.047234595738563,-1.293055647002903,1.584979087801504,4.332785728530371,5.419775741406814,-0.06051281757017179,2.021152284949379,-0.2049690180108817,34.6808866769876
