Actual_IMF10,Actual_IMF9,Actual_IMF8,Actual_IMF7,Actual_IMF6,Actual_IMF5,Actual_IMF4,Actual_IMF3,Actual_IMF2,Actual_IMF1,SUM_Actual
35.7543449401855,-0.253502011299133,0.801627457141876,0.484782874584198,-3.93234539031982,-4.16194677352905,4.92329835891724,0.122890897095203,-0.700664401054382,2.29151391983032,-0.424345068633557
35.7537422180176,-0.2525275349617,0.795686304569244,0.456893235445023,-3.76239919662476,-3.92736673355102,4.20535516738892,0.498161256313324,0.603347897529602,1.61610794067383,35.9870005548
35.7531356811523,-0.251549601554871,0.789715468883514,0.428440988063812,-3.58654427528381,-3.67963337898254,3.37409210205078,0.823977053165436,2.05881357192993,-1.16044950485229,34.5499981045723
35.7525329589844,-0.250568300485611,0.783715307712555,0.39944776892662,-3.40497517585754,-3.41821360588074,2.43215131759644,1.02159929275513,3.20805788040161,-2.11774778366089,34.405999660492
35.7519302368164,-0.249583601951599,0.777686059474945,0.369935244321823,-3.21788597106934,-3.14257526397705,1.386350274086,1.01004004478455,3.71170592308044,-1.53960204124451,34.8580009043217
35.7513236999512,-0.248595550656319,0.771628141403198,0.339925169944763,-3.025470495224,-2.85218548774719,0.282230317592621,0.715732336044312,3.4711492061615,0.528261542320251,35.7339988797903
35.7507209777832,-0.24760414659977,0.765541911125183,0.309439152479172,-2.82792329788208,-2.54651141166687,-0.823138415813446,0.209286630153656,2.29737186431885,1.70881748199463,34.5960007458925
35.750114440918,-0.246609419584274,0.759427607059479,0.278498888015747,-2.62543845176697,-2.22502040863037,-1.87225568294525,-0.400571972131729,0.197147846221924,-0.465293735265732,29.1499991118908
35.74951171875,-0.245611384510994,0.753285586833954,0.247126087546349,-2.41821002960205,-1.88717985153198,-2.80762100219727,-1.00509178638458,-2.12154936790466,0.333341628313065,26.5980015993118
35.7489051818848,-0.244610071182251,0.747116267681122,0.215342417359352,-2.20643210411072,-1.5324569940567,-3.57173418998718,-1.49552094936371,-3.81120228767395,-1.04140686988831,22.8080004006624
35.7482986450195,-0.243605464696884,0.740919888019562,0.183169543743133,-1.99029922485352,-1.16045308113098,-4.10696077346802,-1.76310801506043,-4.67814302444458,-0.487819105386734,22.2419993877411
35.7476921081543,-0.242597609758377,0.734696865081787,0.150629162788391,-1.77000522613525,-0.771305501461029,-4.3680419921875,-1.72786843776703,-4.47389936447144,-1.55130136013031,21.7279986441135
35.7470855712891,-0.241586536169052,0.728447496891022,0.117742955684662,-1.5457444190979,-0.365408927202225,-4.3652138710022,-1.42697203159332,-2.93380165100098,-1.21055018901825,24.5039983987808
35.7464828491211,-0.240572229027748,0.72217208147049,0.0845325961709023,-1.31771099567413,0.0559858791530132,-4.13719129562378,-0.934694290161133,-0.205862015485763,-1.58714079856873,28.1860017813742
35.7458763122559,-0.239554733037949,0.715870976448059,0.0510197728872299,-1.08609902858734,0.489956647157669,-3.72512340545654,-0.327394932508469,2.5759596824646,0.373490244150162,34.5740015357733
35.7452697753906,-0.238534048199654,0.709544539451599,0.0172261614352465,-0.851102828979492,0.933192431926727,-3.16977071762085,0.318566262722015,4.09589242935181,2.48071765899658,40.0410016644746
35.7446632385254,-0.237510204315185,0.703193068504333,-0.0168265569955111,-0.61291640996933,1.38238203525543,-2.51189351081848,0.932104706764221,3.50605058670044,1.1227548122406,40.0120017658919
35.7440528869629,-0.236483216285706,0.696816921234131,-0.0511167012155056,-0.371734023094177,1.83421468734741,-1.79225218296051,1.46029555797577,1.467698097229,0.256506502628326,39.0079985298216
35.7434463500977,-0.235453099012375,0.69041645526886,-0.0856225863099098,-0.127749845385552,2.28537917137146,-1.05160737037659,1.84372365474701,-0.745910406112671,-2.95962309837341,35.3569992259145
